- Blood Lab

- Experiment date = 2021-11-11 11:35:47
- Experiment duration = 26.93 s
- Number of samples in measure = 30
- Sampling period = 74.82 us
- Sampling frequency = 13366 Hz
- Samples count = 360000

- adc12bit
32.58044868028382 0.0012786388397216797
32.58044868028382 0.0013785362243652344
32.58044868028382 0.0014650821685791016
32.684603499041444 0.0015456676483154297
32.58044868028382 0.0016262531280517578
32.58044868028382 0.0017020702362060547
32.684603499041444 0.0017786026000976562
32.684603499041444 0.0018548965454101562
32.684603499041444 0.0019330978393554688
32.58044868028382 0.002008676528930664
32.58044868028382 0.0020856857299804688
32.684603499041444 0.002161741256713867
32.684603499041444 0.0022401809692382812
32.58044868028382 0.0023169517517089844
32.58044868028382 0.0024237632751464844
32.684603499041444 0.0025064945220947266
32.684603499041444 0.0025856494903564453
32.684603499041444 0.00266265869140625
32.58044868028382 0.002740144729614258
32.684603499041444 0.002838134765625
32.58044868028382 0.0029172897338867188
32.58044868028382 0.0029952526092529297
32.684603499041444 0.003080129623413086
32.58044868028382 0.0031592845916748047
32.58044868028382 0.003238201141357422
32.58044868028382 0.0036423206329345703
32.58044868028382 0.0037376880645751953
32.684603499041444 0.003816843032836914
32.684603499041444 0.0038967132568359375
32.684603499041444 0.0039751529693603516
32.684603499041444 0.004051685333251953
32.684603499041444 0.0041277408599853516
32.684603499041444 0.004212856292724609
32.58044868028382 0.004312992095947266
32.684603499041444 0.004389762878417969
32.684603499041444 0.004468441009521484
32.684603499041444 0.004544734954833984
32.684603499041444 0.004621028900146484
32.788758317799065 0.004697561264038086
32.684603499041444 0.0047740936279296875
32.684603499041444 0.004850864410400391
32.684603499041444 0.004927158355712891
32.58044868028382 0.005003452301025391
32.684603499041444 0.005079746246337891
32.788758317799065 0.005156278610229492
32.58044868028382 0.0052337646484375
32.58044868028382 0.0053141117095947266
32.58044868028382 0.005393505096435547
32.684603499041444 0.005470991134643555
32.684603499041444 0.005548238754272461
32.58044868028382 0.005624532699584961
32.58044868028382 0.0057010650634765625
32.58044868028382 0.005778074264526367
32.58044868028382 0.005854368209838867
32.684603499041444 0.0059316158294677734
32.58044868028382 0.006008625030517578
32.58044868028382 0.0060863494873046875
32.58044868028382 0.006162881851196289
32.58044868028382 0.006241798400878906
32.476293861526194 0.0063173770904541016
32.58044868028382 0.006394863128662109
32.58044868028382 0.006471395492553711
32.58044868028382 0.006547451019287109
32.58044868028382 0.006623506546020508
32.58044868028382 0.006699562072753906
32.58044868028382 0.006775379180908203
32.58044868028382 0.0068514347076416016
32.58044868028382 0.0069277286529541016
32.58044868028382 0.0070037841796875
32.58044868028382 0.0070798397064208984
32.58044868028382 0.0071561336517333984
32.58044868028382 0.007232189178466797
32.58044868028382 0.007310390472412109
32.58044868028382 0.007385969161987305
32.58044868028382 0.007462739944458008
32.58044868028382 0.007538795471191406
32.58044868028382 0.007614850997924805
32.58044868028382 0.007690906524658203
32.58044868028382 0.0077669620513916016
32.58044868028382 0.007843255996704102
32.58044868028382 0.0079193115234375
32.58044868028382 0.00799560546875
32.58044868028382 0.008071422576904297
32.58044868028382 0.008147478103637695
32.58044868028382 0.008223533630371094
32.58044868028382 0.008300304412841797
32.58044868028382 0.008376598358154297
32.58044868028382 0.008453130722045898
32.58044868028382 0.008534431457519531
32.58044868028382 0.00861215591430664
32.684603499041444 0.008691549301147461
32.58044868028382 0.00877237319946289
32.58044868028382 0.008851289749145508
32.58044868028382 0.008927583694458008
32.58044868028382 0.009005546569824219
32.58044868028382 0.009090900421142578
32.58044868028382 0.009186744689941406
32.58044868028382 0.009263992309570312
32.684603499041444 0.009341239929199219
32.684603499041444 0.009418249130249023
32.684603499041444 0.009495258331298828
32.58044868028382 0.009572505950927734
32.58044868028382 0.009651660919189453
32.684603499041444 0.00972890853881836
32.788758317799065 0.009809017181396484
32.684603499041444 0.009888410568237305
32.684603499041444 0.009972333908081055
32.684603499041444 0.010048627853393555
32.58044868028382 0.010124683380126953
32.58044868028382 0.010200738906860352
32.58044868028382 0.01027679443359375
32.58044868028382 0.010352849960327148
32.58044868028382 0.010429143905639648
32.58044868028382 0.010505199432373047
32.58044868028382 0.01058197021484375
32.58044868028382 0.010658979415893555
32.58044868028382 0.010735750198364258
32.58044868028382 0.01081228256225586
32.58044868028382 0.010888338088989258
32.58044868028382 0.010964393615722656
32.58044868028382 0.011040210723876953
32.58044868028382 0.01111602783203125
32.58044868028382 0.011195659637451172
32.58044868028382 0.011272430419921875
32.684603499041444 0.011348724365234375
32.58044868028382 0.011424779891967773
32.58044868028382 0.011517763137817383
32.684603499041444 0.011603116989135742
32.58044868028382 0.01168203353881836
32.58044868028382 0.011757612228393555
32.58044868028382 0.011833667755126953
32.58044868028382 0.01191091537475586
32.58044868028382 0.01198720932006836
32.58044868028382 0.01206350326538086
32.58044868028382 0.012140512466430664
32.58044868028382 0.012217521667480469
32.58044868028382 0.012293577194213867
32.58044868028382 0.012369871139526367
32.58044868028382 0.01260066032409668
32.684603499041444 0.012686491012573242
32.684603499041444 0.012765645980834961
32.58044868028382 0.012849092483520508
32.684603499041444 0.012932538986206055
32.58044868028382 0.013009071350097656
32.58044868028382 0.013087034225463867
32.58044868028382 0.013168573379516602
32.58044868028382 0.013251066207885742
32.684603499041444 0.013332843780517578
32.58044868028382 0.013451099395751953
32.58044868028382 0.013552427291870117
32.58044868028382 0.013632535934448242
32.58044868028382 0.013710498809814453
32.58044868028382 0.01379251480102539
32.58044868028382 0.013871192932128906
32.58044868028382 0.013962984085083008
32.58044868028382 0.015471458435058594
32.58044868028382 0.015586376190185547
32.58044868028382 0.015663623809814453
32.58044868028382 0.015739917755126953
32.58044868028382 0.01581859588623047
32.684603499041444 0.015900850296020508
32.58044868028382 0.015977144241333008
32.684603499041444 0.01605391502380371
32.684603499041444 0.01612997055053711
32.58044868028382 0.016206026077270508
32.58044868028382 0.016282320022583008
